bedrooms,bathrooms,toilets,parking_space,house_type,town,state,price
4.0,4.0,5.0,4.0,Semi Detached Duplex,Wuye,Abuja,120000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ikoyi,Lagos,165000000.0
4.0,4.0,4.0,7.0,Detached Bungalow,Gwarinpa,Abuja,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Isheri North,Lagos,40000000.0
6.0,6.0,7.0,8.0,Detached Duplex,Lekki,Lagos,200000000.0
3.0,2.0,3.0,1.0,Block of Flats,Alimosho,Lagos,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,95000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,48000000.0
3.0,3.0,4.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0
3.0,3.0,4.0,9.0,Detached Bungalow,Gwarinpa,Abuja,45000000.0
8.0,8.0,1.0,1.0,Detached Duplex,Apo,Abuja,98000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Jahi,Abuja,65000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Ajah,Lagos,120000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Diplomatic Zones,Abuja,250000000.0
6.0,4.0,4.0,2.0,Detached Bungalow,Surulere,Lagos,65000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,155000000.0
4.0,4.0,5.0,8.0,Detached Duplex,Gwarinpa,Abuja,185000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ikeja,Lagos,150000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,165000000.0
3.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,68000000.0
6.0,7.0,7.0,7.0,Detached Duplex,Lekki,Lagos,190000000.0
5.0,5.0,5.0,1.0,Semi Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,40500000.0
3.0,3.0,4.0,5.0,Terraced Duplexes,Lekki,Lagos,60000000.0
5.0,5.0,5.0,5.0,Semi Detached Duplex,Wuse 2,Abuja,170000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,130000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,125000000.0
7.0,7.0,8.0,4.0,Terraced Duplexes,Katampe,Abuja,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
2.0,3.0,3.0,6.0,Detached Bungalow,Gwarinpa,Abuja,45000000.0
3.0,5.0,5.0,4.0,Block of Flats,Yaba,Lagos,45000000.0
4.0,3.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,45000000.0
4.0,5.0,6.0,6.0,Semi Detached Duplex,Wuye,Abuja,150000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Mabushi,Abuja,190000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lugbe District,Abuja,47000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,50000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Maitama District,Abuja,250000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Ibeju Lekki,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,197000000.0
4.0,5.0,5.0,8.0,Detached Duplex,Lekki,Lagos,220000000.0
2.0,3.0,3.0,4.0,Block of Flats,Lekki,Lagos,44000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,42000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Magodo,Lagos,170000000.0
6.0,6.0,6.0,4.0,Detached Duplex,Isolo,Lagos,150000000.0
5.0,5.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,150000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Port Harcourt,Rivers,60000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lugbe District,Abuja,65000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,250000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Magodo,Lagos,85000000.0
4.0,5.0,5.0,1.0,Detached Duplex,Lokogoma District,Abuja,47000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Jahi,Abuja,250000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,135000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,190000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0
5.0,5.0,5.0,8.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Katampe,Abuja,60000000.0
4.0,5.0,5.0,6.0,Detached Duplex,Isheri North,Lagos,70000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,49000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,130000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,4.0,3.0,Semi Detached Duplex,Lekki,Lagos,72000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Kubwa,Abuja,39000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,5.0,5.0,4.0,Block of Flats,Wuse,Abuja,220000000.0
6.0,5.0,6.0,8.0,Detached Duplex,Ibadan South-West,Oyo,73000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Lekki,Lagos,98000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Life Camp,Abuja,85000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikorodu,Lagos,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,40000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,230000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,8.0,Detached Duplex,Lekki,Lagos,170000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Wuye,Abuja,165000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
5.0,4.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0
1.0,1.0,1.0,4.0,Block of Flats,Owerri Municipal,Imo,40000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,190000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000.0
6.0,7.0,7.0,8.0,Detached Duplex,Isheri North,Lagos,135000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Lekki,Lagos,150000000.0
2.0,2.0,3.0,3.0,Block of Flats,Lekki,Lagos,40000000.0
4.0,4.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ikeja,Lagos,170000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,82000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,44000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,145000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,115000000.0
8.0,5.0,5.0,4.0,Detached Duplex,Amuwo Odofin,Lagos,90000000.0
3.0,4.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,50000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
2.0,2.0,3.0,4.0,Block of Flats,Victoria Island (VI),Lagos,60000000.0
4.0,5.0,5.0,4.0,Block of Flats,Owerri Municipal,Imo,40000000.0
1.0,1.0,2.0,2.0,Block of Flats,Port Harcourt,Rivers,160000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,180000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Amuwo Odofin,Lagos,60000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,48000000.0
6.0,7.0,7.0,1.0,Detached Duplex,Port Harcourt,Rivers,140000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
4.0,6.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,5.0,4.0,Semi Detached Duplex,Apo,Abuja,65000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,5.0,6.0,Terraced Duplexes,Life Camp,Abuja,60000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ikeja,Lagos,220000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Apo,Abuja,53000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,43000000.0
4.0,5.0,6.0,6.0,Semi Detached Duplex,Katampe,Abuja,120000000.0
3.0,4.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0
2.0,2.0,3.0,1.0,Block of Flats,Port Harcourt,Rivers,50000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,90000000.0
3.0,3.0,3.0,2.0,Detached Bungalow,Ibeju Lekki,Lagos,35000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,76000000.0
4.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,110000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Magodo,Lagos,85000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,125000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Mowe Ofada,Ogun,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Lekki,Lagos,255000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,260000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Gwarinpa,Abuja,80000000.0
3.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,40000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Jahi,Abuja,59000000.0
5.0,5.0,6.0,4.0,Semi Detached Bungalow,Ajah,Lagos,70000000.0
3.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,47000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
4.0,4.0,4.0,5.0,Detached Duplex,Alimosho,Lagos,70000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,5.0,5.0,Detached Bungalow,Ipaja,Lagos,35000000.0
4.0,1.0,1.0,4.0,Semi Detached Duplex,Maryland,Lagos,220000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Ikotun,Lagos,65000000.0
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,39900000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,52000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Gwarinpa,Abuja,75000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,75000000.0
6.0,7.0,8.0,6.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,38000000.0
5.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lugbe District,Abuja,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,230000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,220000000.0
4.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0
1.0,8.0,8.0,6.0,Semi Detached Duplex,Enugu,Enugu,40000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,117000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,160000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Ajah,Lagos,97000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Port Harcourt,Rivers,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,170000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
6.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,110000000.0
6.0,5.0,7.0,5.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
4.0,3.0,3.0,4.0,Detached Duplex,Ibadan,Oyo,35000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ajah,Lagos,40000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,73000000.0
4.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,50000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,35000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
7.0,7.0,7.0,4.0,Detached Duplex,Ikeja,Lagos,200000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Wuye,Abuja,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,170000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,4.0,2.0,Detached Bungalow,Life Camp,Abuja,150000000.0
3.0,4.0,4.0,4.0,Detached Bungalow,Galadimawa,Abuja,68000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,6.0,6.0,4.0,Terraced Bungalow,Victoria Island (VI),Lagos,135000000.0
5.0,7.0,6.0,7.0,Detached Duplex,Guzape District,Abuja,200000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,4.0,4.0,Detached Duplex,Ajah,Lagos,42000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,155000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,60000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Ibeju Lekki,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,90000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
3.0,3.0,3.0,1.0,Terraced Bungalow,Ajah,Lagos,38000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,150000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,72000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,98000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Port Harcourt,Rivers,50000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,73000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Wuye,Abuja,60000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Yaba,Lagos,55000000.0
6.0,6.0,6.0,2.0,Detached Duplex,Karu,Abuja,80000000.0
5.0,7.0,7.0,3.0,Detached Duplex,Port Harcourt,Rivers,49000000.0
3.0,4.0,4.0,2.0,Block of Flats,Yaba,Lagos,40000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
1.0,5.0,5.0,4.0,Semi Detached Duplex,Ikeja,Lagos,160000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,160000000.0
5.0,7.0,7.0,1.0,Detached Duplex,Gwarinpa,Abuja,125000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,73000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,47000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,160000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Guzape District,Anambara,75000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,5.0,6.0,2.0,Terraced Duplexes,Lekki,Lagos,60000000.0
5.0,6.0,6.0,7.0,Terraced Duplexes,Mabushi,Abuja,150000000.0
4.0,5.0,5.0,4.0,Block of Flats,Sango Ota,Ogun,35000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lokogoma District,Abuja,38000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Magodo,Lagos,260000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,60000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
2.0,2.0,3.0,2.0,Terraced Duplexes,Lekki,Lagos,60000000.0
3.0,6.0,4.0,6.0,Detached Bungalow,Lokogoma District,Abuja,50000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,115000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,57000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Ajah,Lagos,100000000.0
6.0,6.0,6.0,8.0,Detached Duplex,Ikotun,Lagos,40000000.0
4.0,4.0,4.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,260000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,85000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Ikeja,Lagos,150000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Guzape District,Abuja,120000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,5.0,6.0,4.0,Terraced Duplexes,Wuye,Abuja,65000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,173000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ibadan,Oyo,65000000.0
4.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,68000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
1.0,1.0,1.0,4.0,Block of Flats,Magodo,Lagos,115000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,100000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ilupeju,Lagos,95000000.0
4.0,5.0,5.0,4.0,Block of Flats,Alimosho,Lagos,45000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,82000000.0
3.0,2.0,3.0,4.0,Semi Detached Duplex,Ikorodu,Lagos,60000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,195000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ibadan,Oyo,70000000.0
6.0,7.0,7.0,8.0,Detached Duplex,Life Camp,Abuja,70000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Surulere,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,5.0,5.0,4.0,Block of Flats,Maryland,Lagos,200000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Oredo,Edo,60000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,100000000.0
6.0,7.0,7.0,1.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,230000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Guzape District,Abuja,70000000.0
3.0,3.0,4.0,5.0,Detached Bungalow,Lekki,Lagos,37000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,67000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Lugbe District,Abuja,37000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Mabushi,Abuja,50000000.0
6.0,6.0,6.0,1.0,Detached Bungalow,Oredo,Edo,35000000.0
4.0,5.0,5.0,5.0,Terraced Duplexes,Kubwa,Abuja,55000000.0
3.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0
6.0,6.0,7.0,3.0,Detached Duplex,Isheri North,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,160000000.0
1.0,1.0,1.0,4.0,Block of Flats,Owerri Municipal,Imo,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,165000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Apo,Abuja,38000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Magodo,Lagos,190000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,58000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,85000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,240000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,62000000.0
5.0,4.0,5.0,3.0,Semi Detached Duplex,Mabushi,Abuja,160000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,56000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,73000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,80000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Ikoyi,Lagos,260000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Ajah,Lagos,85000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,57000000.0
2.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,35000000.0
